TYPE,MODEL,FUEL,YEAR,DRIVEKM,PRICE
1,47,2,2017,49045,800
1,52,3,2011,123000,320
1,52,2,2013,68890,610
1,88,2,2013,77420,399
1,88,2,2013,94776,350
1,88,2,2014,30800,480
1,47,2,2018,27000,1150
1,52,2,2011,106000,330
1,52,2,2010,101786,270
1,88,2,2011,74967,450
1,52,2,2012,122651,470
1,52,2,2012,70000,470
1,52,2,2018,52044,570
1,52,2,2008,118798,290
1,88,2,2014,44767,500
1,52,2,2014,82300,480
1,52,2,2013,96794,400
1,47,2,2016,86450,680
1,52,2,2012,12500,595
1,88,2,2016,29000,780
1,47,2,2016,52000,700
1,88,2,2018,13686,1100
1,88,3,2013,162836,320
1,47,2,2012,107260,599
1,52,2,2018,9600,910
1,81,2,2011,93000,320
1,52,2,2008,94000,300
1,81,2,2007,97000,130
1,52,3,2008,101873,270
1,52,2,2013,47936,450
1,88,3,2012,108997,270
1,47,2,2015,106260,580
1,88,2,2014,32927,515
1,52,2,2019,5500,730
1,52,2,2013,105536,399
1,52,2,2008,89263,220
1,88,2,2013,81566,450
1,88,2,2017,9700,950
1,52,2,2015,86000,690
1,81,2,2009,95000,330
1,52,2,2007,110000,230
1,47,2,2019,9500,1300
1,52,2,2016,34918,770
1,52,2,2018,46500,770
1,55,2,2001,131500,180
1,81,2,2008,129700,280
1,52,2,2008,135000,200
1,47,2,2015,56679,920
1,52,2,2011,63889,450
1,52,2,2017,20807,870
1,52,2,2015,75816,490
1,88,2,2019,12000,890
1,52,2,2015,24417,770
1,47,2,2012,81584,560
1,52,2,2008,150000,320
1,52,2,2008,15206,280
1,52,2,2012,86022,450
1,52,2,2011,134339,390
1,52,4,2016,126283,555
1,88,2,2014,58000,380
1,47,2,2015,82500,870
1,52,2,2006,65000,169
1,52,2,2010,199092,130
1,52,2,2008,91451,180
1,52,4,2013,115000,400
1,52,2,2008,120000,180
1,52,2,2015,47112,630
1,52,2,2008,156169,270
1,88,2,2011,44000,290
1,81,2,2007,55000,170
1,88,2,2017,71000,690
1,52,2,2015,87609,350
1,88,2,2017,118742,600
1,52,2,2009,65158,290
1,52,4,2016,122049,400
1,88,2,2016,96652,590
1,88,2,2016,23908,610
1,52,2,2008,107680,249
1,81,2,2010,91000,370
1,88,2,2013,85000,500
1,81,2,2010,54000,399
1,88,2,2014,38900,550
1,52,2,2013,94000,550
1,88,2,2015,91300,530
1,81,2,2011,90000,430
1,52,2,2019,18000,990
1,81,2,2010,101040,260
1,52,2,2018,17900,950
1,52,2,2008,61000,300
1,52,2,2020,60,1250
1,88,2,2016,41676,650
1,81,2,2011,98500,250
1,47,2,2018,10696,1340
1,52,2,2017,30151,830
1,52,2,2010,58641,340
1,52,3,2017,76094,860
1,81,2,2009,83000,250
1,52,2,2017,64300,760
1,47,2,2015,35798,600
1,88,2,2018,968,1130
1,52,2,2016,45398,499
1,52,2,2016,68851,549
1,47,2,2018,10000,1350
1,88,2,2017,109314,630
1,119,5,2020,4,399
1,88,2,2011,90262,350
1,52,2,2011,92218,329
1,52,2,2012,75626,550
1,52,2,2009,90997,260
1,52,2,2009,95001,290
1,52,2,2008,100000,199
1,81,2,2005,182000,99
1,88,2,2016,65848,730
1,88,2,2014,54000,520
1,52,2,2011,70800,550
1,47,2,2018,16159,1180
1,88,2,2019,5034,1200
1,52,2,2009,119001,350
1,52,2,2017,52642,850
1,52,2,2016,31183,660
1,52,2,2016,51000,390
1,52,2,2011,88000,310
1,88,2,2014,65629,470
1,52,4,2013,67000,390
1,52,2,2013,61131,650
1,52,2,2018,8808,870
1,52,2,2014,41000,600
1,88,2,2012,19151,520
1,52,2,2009,98381,300
1,52,2,2017,40383,609
1,88,2,2013,84420,350
1,52,2,2010,45360,330
1,119,5,2020,38,280
1,88,2,2015,15218,630
1,81,3,2010,76000,285
1,52,2,2006,220000,100
1,81,2,2005,110000,80
1,47,2,2018,33000,1350
1,52,2,2016,11864,770
1,52,2,2013,114222,490
1,88,2,2016,63258,460
1,52,2,2013,86441,570
1,52,2,2018,16000,820
1,52,2,2011,56000,490
1,52,2,2017,14000,1030
1,52,2,2015,24853,620
1,52,2,2013,26270,560
1,52,2,2015,16121,750
1,47,2,2017,59272,950
1,52,2,2008,143000,200
1,119,5,2017,1700,530
1,52,2,2016,24736,680
1,47,2,2015,54230,1060
1,88,2,2017,42473,770
1,52,2,2012,187200,260
1,47,2,2013,126000,490
1,88,2,2017,47236,580
1,88,2,2016,36737,670
1,52,2,2016,116089,599
1,88,2,2017,63889,677
1,52,2,2013,85827,488
1,88,2,2016,67545,666
1,52,4,2013,100000,430
1,47,2,2016,103000,580
1,88,2,2013,90000,280
1,52,2,2014,81000,530
1,52,2,2009,120000,210
1,52,2,2006,151904,190
1,81,2,2009,113492,250
1,119,5,2019,3300,350
1,88,2,2011,129903,360
1,81,2,2010,103445,320
1,119,5,2019,32,340
1,52,2,2014,48910,650
1,106,2,1997,88000,350
1,52,2,2009,180000,120
1,52,4,2012,83220,550
1,52,2,2011,96000,350
1,81,2,2010,52953,250
1,52,2,2011,118930,349
1,52,2,2011,110000,470
1,52,2,2008,100207,290
1,119,5,2020,23,370
1,88,2,2017,35819,620
1,52,2,2017,54254,520
1,52,2,2011,40707,450
1,52,2,2018,58028,910
1,81,2,2010,54896,299
1,52,2,2016,11865,780
1,52,2,2009,52130,300
1,88,2,2019,6506,1260
1,88,2,2017,29084,720
1,47,2,2018,30014,1100
1,88,2,2017,29084,720
1,47,2,2018,30014,1100
1,47,2,2014,98439,700
1,52,2,2011,85238,490
1,88,2,2017,22000,830
1,47,2,2014,111220,700
1,52,3,2018,72196,680
1,88,2,2011,110790,330
1,52,2,2014,66598,560
1,47,2,2013,144048,540
1,52,2,2008,120234,210
1,88,2,2015,150000,370
1,52,2,2008,97000,220
1,52,2,2018,54771,680
1,52,2,2017,43200,830
1,52,2,2017,43200,830
1,52,2,2020,600,1180
1,88,2,2016,75000,570
1,81,2,2011,158000,290
1,52,2,2005,132580,150
1,52,2,2010,116770,295
1,52,2,2015,30606,730
1,88,3,2013,142000,390
1,88,2,2017,63000,650
1,47,2,2018,27220,1250
1,88,2,2012,115660,350
1,88,2,2011,56000,380
1,52,2,2010,106680,260
1,47,2,2012,87139,830
1,88,2,2012,78000,370
1,52,2,2008,221000,265
1,52,2,2008,115447,250
1,88,2,2011,68194,350
1,88,2,2013,101345,360
1,47,2,2012,51308,630
1,88,2,2017,21000,820
1,119,5,2020,12,350
1,52,2,2015,129853,510
1,88,2,2015,53562,680
1,47,2,2014,33613,770
1,88,2,2011,71300,250
1,119,5,2019,29,350
1,88,2,2011,88000,390
1,81,2,2004,74000,95
1,52,2,2017,29000,790
1,52,2,2016,57046,480
1,52,2,2016,62431,470
1,88,5,2015,70600,950
1,52,2,2017,8500,940
1,47,2,2014,121000,620
1,52,2,2013,190000,230
1,47,2,2015,72206,990
1,88,2,2012,54500,350
1,47,2,2018,49000,1080
1,52,2,2020,50,1390
1,52,3,2010,277700,160
1,88,2,2019,13093,1150
1,52,2,2013,107000,480
1,52,2,2015,77066,670
1,52,3,2014,70561,380
1,52,2,2015,72114,600
1,88,2,2016,66000,750
1,47,2,2015,71000,790
1,88,2,2015,28500,610
1,81,2,2005,81500,110
1,52,2,2017,18000,640
1,88,3,2013,183956,280
1,81,2,2010,15548,338
1,52,2,2010,115822,320
1,88,2,2014,61272,510
1,52,2,2014,72365,320
1,52,2,2014,25987,600
1,88,2,2017,22000,800
1,52,2,2013,104532,450
1,88,2,2011,100833,270
1,52,2,2008,77892,290
1,81,2,2006,122597,99
1,88,2,2018,22422,790
1,52,2,2015,69000,600
1,47,2,2015,58605,800
1,52,2,2013,130000,330
1,81,2,2010,75869,270
1,88,2,2013,48525,450
1,52,4,2014,124212,450
1,88,2,2014,21386,480
1,47,2,2016,56977,740
1,119,5,2017,820,345
1,52,2,2013,39030,560
1,88,2,2015,36151,550
1,52,2,2014,48964,650
1,52,2,2009,151827,199
1,52,2,2014,51072,585
1,88,2,2016,111168,490
1,52,2,2011,130939,330
1,52,2,2017,51500,1050
1,52,2,2008,130000,220
1,52,2,2017,30969,800
1,52,2,2020,52,1240
1,88,2,2016,26000,750
1,88,2,2013,77938,250
1,52,2,2018,41984,710
1,52,2,2009,128000,150
1,88,2,2016,35760,850
1,88,2,2018,6478,990
1,47,5,2015,54867,950
1,88,2,2014,36045,550
1,52,4,2014,52532,470
1,52,2,2009,136706,170
1,81,2,2010,74690,330
1,52,2,2010,120342,299
1,52,2,2009,142000,199
1,81,2,2007,87028,160
1,88,2,2013,165056,250
1,52,2,2015,55884,670
1,47,2,2019,5335,1370
1,88,2,2015,77305,579
1,47,2,2013,54464,780
1,47,2,2015,54000,950
1,47,2,2012,37132,830
1,52,2,2008,107000,260
1,88,2,2018,5700,890
1,88,2,2018,33470,630
1,88,2,2012,55318,299
1,52,4,2011,63055,460
1,47,4,2012,83000,900
1,47,2,2012,107007,650
1,47,2,2012,127567,700
1,52,2,2017,33735,920
1,47,2,2019,16600,1330
1,52,2,2008,62653,220
1,52,2,2017,28000,920
1,81,2,2005,108443,110
1,47,2,2018,16800,1169
1,81,2,2010,69000,360
1,52,2,2020,219,1410
1,88,2,2016,62500,700
1,52,4,2016,94804,470
1,47,2,2015,23800,710
1,88,2,2012,109200,370
1,52,2,2012,105116,330
1,52,2,2015,142958,470
1,88,2,2017,34000,780
1,47,2,2014,60225,650
1,52,2,2006,88667,140
1,88,2,2012,51000,500
1,52,2,2010,81800,290
1,52,2,2014,42168,470
1,52,2,2014,173823,250
1,52,2,2017,30351,890
1,88,2,2012,55534,500
1,52,2,2012,90564,530
1,52,2,2012,103560,555
1,88,2,2016,96740,520
1,47,2,2014,52178,750
1,52,2,2016,30519,450
1,52,2,2016,28840,450
1,52,2,2009,68000,290
1,81,2,2010,61138,290
1,52,2,2012,58881,560
1,47,2,2020,215,1550
1,47,2,2012,75000,720
1,88,2,2016,18388,870
1,88,2,2017,34000,790
1,88,3,2012,46000,470
1,47,2,2017,69890,850
1,52,2,2004,90196,200
1,52,2,2008,100000,290
1,88,2,2015,53100,750
1,52,3,2019,10001,1120
1,52,4,2016,94002,620
1,47,2,2017,17200,1200
1,52,2,2013,44000,500
1,52,2,2008,71272,250
1,52,2,2016,29000,555
1,88,3,2011,202796,170
1,52,2,2015,29266,450
1,47,2,2012,147944,560
1,88,2,2015,23892,770
1,47,2,2015,43926,850
1,52,2,2008,84520,300
1,52,2,2013,143300,330
1,88,2,2011,65395,290
1,81,2,2009,65900,290
1,52,2,2016,15047,720
1,88,2,2020,10800,1350
1,52,2,2013,135000,410
1,52,2,2014,91500,370
1,88,3,2014,78500,435
1,88,2,2012,181429,259
1,52,4,2016,51000,690
1,88,3,2013,93000,460
1,88,2,2013,63200,330
1,88,2,2013,87000,290
1,88,2,2014,100000,350
1,52,4,2016,130000,430
1,47,2,2014,115000,730
1,47,2,2014,152513,450
1,52,2,2009,118437,230
1,52,2,2007,130000,170
1,88,2,2016,110862,540
1,88,2,2017,76924,660
1,88,2,2017,45633,750
1,52,2,2019,10000,1100
1,52,2,2017,49000,920
1,52,2,2017,17000,820
1,52,2,2015,86000,499
1,47,2,2015,76000,630
1,47,2,2013,58000,890
1,52,2,2017,47000,850
1,52,2,2015,40000,730
1,52,2,2019,15000,950
1,52,2,2017,19402,820
1,52,2,2016,56565,410
1,52,2,2016,75548,390
1,52,2,2014,105547,340
1,81,2,2008,71000,150
1,52,2,2014,90652,530
1,52,2,2008,138000,190
1,52,2,2014,52000,690
1,47,2,2014,100384,700
1,81,2,2008,11200,140
1,88,2,2018,43864,800
1,88,2,2012,94495,370
1,88,2,2018,39900,780
1,52,4,2014,130612,470
2,89,2,2014,66440,510
2,23,1,2011,118296,500
2,89,2,2011,96596,390
2,23,1,2012,138000,550
2,74,2,2012,144518,420
2,89,2,2014,66440,510
2,74,2,2011,118497,370
2,51,1,2019,16656,1630
2,23,2,2017,57630,719
2,23,1,2013,163203,549
2,74,2,2009,91526,320
2,74,2,2010,107322,290
2,23,2,2012,117386,480
2,23,1,2013,101565,590
2,23,1,2011,164778,410
2,23,2,2013,112748,630
2,51,1,2018,37585,1390
2,23,1,2017,78979,950
2,74,2,2014,86000,490
2,23,1,2012,216180,390
2,23,1,2013,163500,299
2,74,2,2008,320,320
2,11,2,2009,99573,330
2,74,1,2008,148932,230
2,11,1,2005,144900,179
2,23,2,2015,28639,799
2,74,2,2011,70063,349
2,23,2,2011,127717,429
2,74,1,2014,102207,519
2,23,2,2013,131974,599
2,23,1,2012,137264,559
2,89,2,2014,76819,420
2,51,1,2019,16656,1630
2,23,1,2017,78979,950
2,74,2,2016,38731,750
2,74,2,2014,73575,690
2,74,2,2014,55361,650
2,74,2,2015,71385,790
2,11,2,2003,8623,400
2,23,1,2012,121789,430
2,23,2,2014,59630,550
2,74,2,2007,48460,299
2,74,1,2010,126293,339
2,74,2,2008,133927,290
2,74,2,2012,78032,400
2,74,2,2013,95848,390
2,23,2,2013,102558,530
2,74,1,2007,225978,150
2,23,2,2011,163018,370
2,23,2,2013,21198,840
2,89,2,2013,50000,570
2,23,2,2013,110000,419
2,89,2,2013,44221,550
2,23,2,2013,86439,600
2,74,2,2013,65656,730
2,89,2,2011,46978,420
2,85,5,2018,81429,1930
2,23,1,2016,76461,759
2,23,2,2013,102558,530
2,85,5,2019,23644,2330
2,23,1,2016,70972,729
2,74,2,2011,101615,570
2,74,2,2012,15920,720
2,23,2,2013,86439,600
2,89,2,2013,44221,550
2,74,2,2009,46239,300
2,23,1,2016,102263,599
2,23,2,2014,57026,800
2,74,2,2013,57000,630
2,74,2,2013,64630,750
2,74,2,2012,45258,640
2,74,2,2015,117000,750
2,74,2,2012,144316,390
2,23,1,2012,129995,470
2,74,2,2012,45258,640
2,23,2,2016,15946,730
2,89,2,2013,118449,299
2,74,2,2013,105680,450
2,23,2,2014,24760,750
2,23,1,2015,79493,549
2,89,2,2014,167593,280
2,74,2,2012,77483,470
2,74,2,2017,3150,1050
2,74,2,2005,91569,190
2,11,1,2006,97156,199
2,28,2,2002,118654,180
2,23,2,2011,108923,479
2,23,1,2012,123884,529
2,23,1,2012,176227,420
2,74,2,2014,66140,630
2,23,2,2014,30804,760
2,89,2,2013,47818,520
2,23,1,2015,78932,680
2,51,1,2018,9727,1450
2,89,2,2012,133000,340
2,74,1,2010,173000,280
2,74,2,2016,113789,688
2,89,2,2011,137738,315
2,23,2,2010,113840,430
2,74,1,2006,190309,220
2,51,1,2018,9727,1450
2,89,2,2012,133000,340
2,74,1,2010,173000,280
2,23,2,2010,113840,430
2,74,2,2016,113789,688
2,74,1,2006,190309,220
2,89,2,2011,137738,315
2,23,2,2015,77309,780
2,74,2,2006,52842,329
2,74,1,2015,106483,629
2,74,1,2010,176766,270
2,23,2,2012,122766,466
2,23,2,2013,127880,530
2,89,2,2014,86572,399
2,89,2,2012,73947,350
2,74,2,2012,58146,630
2,74,2,2005,142450,220
2,23,2,2011,82000,470
2,23,2,2015,77309,780
2,74,2,2005,144271,189
2,74,2,2015,49159,899
2,74,2,2014,70792,669
2,74,2,2012,33838,570
2,74,2,2009,101907,325
2,85,5,2018,46100,2290
2,23,1,2011,147717,550
2,23,2,2017,64148,720
2,74,2,2012,58146,630
2,23,2,2011,158173,450
2,85,5,2019,11877,2850
2,74,2,2015,40670,790
2,23,1,2016,84038,599
2,85,5,2018,46100,2290
2,23,1,2014,58386,550
2,74,2,2013,56844,800
2,11,1,2006,200754,230
2,23,2,2012,119183,490
2,74,2,2009,106057,240
2,89,2,2015,33753,490
2,11,1,2009,149357,189
2,74,2,2011,114587,299
2,74,1,2006,157641,220
2,74,2,2007,102602,275
2,23,1,2012,107504,500
2,74,2,2014,40755,750
2,85,5,2018,28608,2550
2,23,2,2011,110257,329
2,23,2,2016,82720,850
2,51,1,2018,62250,1020
2,23,2,2014,53305,690
2,74,2,2012,42086,750
2,74,2,2013,80102,440
2,23,1,2013,61700,599
2,74,1,2008,160724,290
2,51,2,2000,68121,190
2,96,2,2010,112632,190
2,74,1,2007,102000,190
2,51,1,2018,14994,1430
2,74,2,2013,83317,470
2,23,1,2013,138946,400
2,74,2,2015,78020,530
2,85,5,2018,19749,2650
2,23,1,2015,66701,690
2,23,1,2013,134791,430
2,74,2,2012,61804,650
2,11,2,2009,79218,340
2,74,2,2016,44347,930
2,89,2,2015,75103,530
2,23,2,2016,56000,750
2,23,2,2011,90987,499
2,74,2,2007,111466,180
2,74,2,2007,149226,290
2,23,1,2012,86000,420
2,23,1,2014,218231,270
2,74,2,2012,73382,589
2,74,2,2012,88518,590
2,74,2,2014,49508,650
2,23,2,2011,99000,440
2,74,2,2012,95492,420
2,23,2,2013,65276,620
2,23,2,2016,56000,750
2,74,2,2013,95872,600
2,74,2,2006,113000,190
2,23,1,2017,36699,699
2,23,1,2016,90021,580
2,74,2,2012,95615,570
2,89,2,2014,63641,590
2,74,2,2014,103008,630
2,74,2,2014,78567,650
2,74,2,2007,80387,250
2,74,2,2010,135527,280
2,74,2,2014,78567,650
2,74,2,2012,111719,470
2,51,1,2019,6084,1400
2,23,1,2013,194079,430
2,23,2,2016,47553,930
2,74,2,2010,88430,270
2,23,2,2016,79147,780
2,89,2,2015,56742,699
2,74,2,2011,125180,320
2,23,2,2016,79147,780
2,89,2,2015,56742,699
2,74,2,2011,125180,320
2,89,2,2011,127346,350
2,89,2,2011,103614,360
2,23,1,2012,120048,490
2,23,1,2014,85592,430
2,23,1,2012,204738,440
2,74,2,2012,93176,490
2,23,2,2011,131612,359
2,23,2,2015,70000,590
2,23,1,2015,110000,550
2,74,2,2014,46000,590
2,96,2,2006,117250,170
2,23,1,2013,124968,480
2,74,2,2006,85645,240
2,23,1,2014,63568,740
2,74,2,2010,86778,250
2,89,2,2013,108688,420
2,85,5,2017,28715,2460
2,23,2,2014,101297,599
2,23,2,2013,77745,610
2,23,1,2015,102610,590
2,74,2,2013,53670,690
2,23,1,2012,127811,499
2,23,2,2014,37080,650
2,23,2,2014,117628,520
2,23,1,2011,79732,550
2,74,2,2014,46387,720
2,74,2,2013,53670,690
2,23,2,2016,76970,820
2,23,2,2014,41234,780
2,74,2,2012,38891,780
2,23,2,2013,77745,610
2,23,1,2014,63568,740
2,23,1,2013,138735,390
2,28,2,2010,71742,340
2,23,2,2012,96671,550
2,11,1,2006,118924,297
2,23,2,2011,82000,350
2,74,2,2012,38891,780
2,74,2,2014,54365,660
2,85,5,2019,23624,2230
2,74,2,2009,76339,380
2,96,2,2008,84000,249
2,96,2,2009,70864,260
2,85,5,2018,41430,2330
2,23,1,2014,136254,580
2,23,1,2016,88484,649
2,23,1,2016,107393,589
2,74,2,2009,87000,310
2,74,2,2012,88000,580
2,96,2,2008,155203,150
2,74,1,2006,78868,250
2,74,2,2010,100218,350
2,23,1,2015,76790,780
2,74,2,2006,70777,260
2,23,2,2018,30310,1180
2,89,2,2015,114032,630
2,89,2,2011,83215,320
2,23,1,2014,66053,680
2,74,2,2013,21601,630
2,23,2,2015,50016,740
2,74,2,2012,48492,550
2,74,2,2011,97080,480
2,74,2,2008,108000,350
2,11,2,2007,91439,300
2,74,2,2012,104170,580
2,23,2,2014,32425,860
2,11,2,2006,89040,250
2,23,2,2013,130664,470
2,74,1,2007,191724,199
2,23,1,2013,74000,660
2,23,1,2012,171675,539
2,74,2,2014,66629,670
2,23,1,2015,76790,780
2,23,2,2016,61503,719
2,74,2,2015,47941,730
2,23,1,2013,62749,620
2,74,2,2009,130000,270
2,96,2,2008,135421,190
2,74,1,2013,108376,530
2,23,2,2013,130664,470
2,74,2,2015,62355,660
2,85,5,2019,29320,2630
2,74,2,2012,178791,390
2,23,2,2012,90517,590
2,23,2,2014,57844,459
2,23,2,2013,69866,340
2,74,2,2010,111050,330
2,74,2,2012,64107,625
2,28,2,2005,50622,320
2,74,2,2013,60000,649
2,23,1,2012,156213,450
2,23,1,2013,143860,350
2,23,2,2011,123439,498
2,23,1,2013,229243,330
2,85,5,2018,12448,2650
2,85,5,2019,22128,2630
2,23,2,2013,61695,590
2,74,2,2013,60000,649
2,23,1,2012,156213,450
2,23,1,2013,143860,350
2,23,2,2011,123439,498
2,23,1,2013,229243,330
2,85,5,2018,12448,2650
2,85,5,2019,22128,2630
2,23,2,2013,61695,590
2,74,2,2013,30310,650
2,74,2,2012,64107,625
2,11,6,2006,97000,209
2,23,2,2013,16000,750
2,74,1,2009,220000,299
2,74,2,2012,59085,680
2,74,2,2012,88295,520
2,11,2,2006,89018,280
2,23,1,2016,83789,570
2,74,1,2015,64315,590
2,23,2,2016,56678,850
2,74,2,2007,96000,259
2,85,5,2018,32818,2450
2,23,2,2014,12995,760
2,74,2,2014,43717,730
2,74,2,2011,102134,420
2,89,2,2013,57930,520
2,23,1,2011,168862,530
2,23,2,2016,56678,850
2,89,2,2011,61027,399
2,74,2,2011,76406,640
2,23,2,2015,62649,720
2,74,2,2012,92919,730
2,74,2,2012,93270,420
2,74,2,2008,98000,190
2,96,2,2009,29997,209
2,23,2,2014,85631,690
2,74,2,1995,119776,240
2,89,2,2012,135511,370
2,11,2,2009,110200,399
2,23,2,2016,46694,930
2,23,1,2016,67147,777
2,23,2,2014,77841,599
2,11,6,2008,80834,230
2,23,1,2013,94150,580
2,74,2,2008,63000,310
2,23,1,2015,104000,630
2,23,2,2012,95378,520
2,23,1,2016,71243,749
2,23,1,2016,78283,749
2,85,5,2018,61477,2170
2,23,2,2011,153588,370
2,74,2,2014,24990,790
2,23,2,2012,85120,680
2,74,1,2010,181678,280
2,74,1,2015,147109,680
2,89,2,2013,89282,355
2,74,2,2013,62519,670
2,23,2,2012,128496,410
2,74,2,2011,74615,560
2,11,1,2009,179438,170
2,23,2,2014,25951,780
2,74,2,2013,84914,665
2,51,1,2018,16942,1444
2,98,2,2004,102858,80
2,74,2,2013,62519,670
2,23,1,2013,101455,579
2,74,2,2013,54806,730
2,74,1,2006,161687,230
2,89,2,2012,142455,250
2,74,2,2013,85019,580
2,23,1,2016,106720,650
2,23,2,2016,58152,580
2,23,1,2013,149261,540
2,23,2,2012,150076,450
2,74,2,2013,85019,580
2,11,2,2001,204000,80
2,51,1,2018,17916,1430
2,23,2,2014,81040,690
2,23,1,2012,78482,570
2,11,2,2009,82818,250
2,74,2,2011,61697,390
2,74,2,2009,71822,299
2,23,1,2012,145992,450
2,23,1,2012,128414,440
2,89,2,2012,100000,240
2,89,2,2011,140000,170
2,74,2,2013,38029,730
2,74,2,2012,81386,680
2,74,2,2013,46733,730
2,23,2,2011,127116,480
2,23,1,2013,128928,580
2,11,2,2010,93800,299
2,74,2,2016,115000,650
2,23,2,2016,46100,770
2,74,2,2012,49231,720
2,23,2,2014,81040,690
2,23,1,2016,78826,690
2,23,1,2018,58431,699
2,74,2,2007,134289,255
2,51,1,2018,17916,1430
2,23,1,2015,48602,550
2,51,1,2018,17916,1430
2,23,1,2015,48602,550
2,74,2,2008,71091,299
2,23,1,2016,98123,590
2,23,2,2011,138466,350
2,74,2,2012,103139,490
2,23,2,2012,56013,599
2,74,2,2007,88739,199
2,23,1,2014,145000,499
2,23,2,2015,45720,790
2,23,2,2012,87000,550
2,74,2,2009,73095,290
2,85,5,2018,46509,2150
2,23,1,2016,104871,599
2,98,2,2005,65500,219
2,74,2,2010,90000,350
2,74,2,2012,57531,589
2,23,2,2011,57993,550
2,11,1,2007,185607,199
2,74,1,2006,122645,199
2,74,2,2013,53530,560
2,89,2,2016,72653,850
2,74,1,2009,128763,320
2,23,2,2011,57993,550
2,23,2,2014,71492,680
2,74,1,2015,97146,799
2,23,2,2012,32100,620
2,74,2,2012,31800,640
2,23,1,2013,100982,630
2,51,1,2018,13660,1430
2,23,2,2015,28467,690
2,23,1,2012,70781,590
2,11,6,2008,38742,359
2,23,2,2018,28417,990
2,23,1,2013,146393,499
2,89,2,2013,86657,490
2,74,2,2012,31800,640
2,23,1,2012,70781,590
2,23,1,2012,173086,380
2,51,1,2018,13660,1430
2,74,2,2009,158000,270
2,11,1,2005,184352,155
2,89,2,2011,74246,480
2,11,2,2010,84335,320
2,74,1,2013,92976,590
2,74,1,2014,140984,529
2,23,1,2012,112000,320
2,89,2,2013,86657,490
2,23,1,2013,173500,399
2,23,2,2013,90604,390
2,23,1,2017,113660,550
2,23,1,2013,146450,590
2,23,2,2011,39408,450
2,23,2,2013,32729,670
2,74,2,2013,89739,440
2,23,1,2015,90283,540
2,23,2,2018,28417,990
2,85,5,2019,23600,2330
2,11,2,2010,131000,333
2,11,6,2007,153000,255
2,74,2,2014,39355,699
2,23,1,2013,74000,750
2,23,2,2014,28769,650
2,23,1,2012,108834,499
2,23,2,2013,46161,790
2,74,2,2017,53330,950
2,23,1,2013,115000,450
2,74,2,2014,95671,720
2,89,2,2012,49900,580
2,74,2,2007,124000,250
2,74,2,2012,92000,630
2,96,2,2008,106908,180
2,23,2,2014,28769,650
2,89,2,2012,55678,290
2,74,2,2017,53330,950
2,74,2,2007,155531,150
2,23,2,2016,39040,830
2,23,2,2015,49595,790
2,23,2,2013,46161,790
2,11,1,2008,274483,129
2,89,2,2013,109923,378
2,89,2,2012,174276,298
2,74,2,2010,57387,320
2,96,2,2008,50000,150
2,23,2,2016,39040,830
2,23,1,2016,117684,670
2,23,2,2015,49595,790
2,23,2,2016,47586,650
2,74,2,2011,50429,560
2,23,2,2012,90343,580
2,74,2,2012,75265,630
2,51,1,2019,10826,1670
2,23,1,2014,170000,430
2,74,1,2011,116000,310
2,24,2,1991,129519,200
2,74,1,2009,144859,300
2,23,2,2018,35045,1080
2,23,1,2016,93416,499
2,23,1,2012,170000,480
2,23,2,2016,80000,750
2,23,2,2012,90343,580
2,74,2,2012,75265,630
2,51,1,2019,10826,1670
2,23,1,2014,170000,430
2,74,1,2011,116000,310
2,24,2,1991,129519,200
2,74,1,2009,144859,300
2,23,1,2016,93416,499
2,23,2,2018,35045,1080
2,23,1,2012,170000,480
2,23,2,2016,80000,750
2,51,1,2018,37215,1350
2,23,2,2015,56000,670
2,74,1,2013,119745,551
2,23,2,2016,39882,940
2,23,1,2014,102446,469
2,74,2,2010,32026,330
2,74,2,2016,40837,680
2,35,2,1986,35450,999
2,23,1,2016,77987,595
2,74,2,2013,84889,490
2,23,1,2014,124760,490
2,89,2,2011,32589,399
2,23,1,2012,163300,330
2,23,1,2014,75676,500
2,74,2,2009,77015,339
2,23,2,2012,64012,480
2,74,2,2007,155953,230
2,23,2,2011,160625,450
2,23,1,2016,37393,740
2,74,2,2016,79562,880
2,89,2,2011,113590,319
2,23,2,2013,52309,530
2,23,2,2011,134538,370
2,23,2,2011,129783,340
2,23,2,2013,78259,540
2,74,2,2011,87035,350
2,74,2,2013,91720,440
2,23,2,2013,118727,440
2,74,1,2006,112073,270
2,23,2,2013,56093,500
2,11,2,2009,82624,398
2,74,2,1994,129483,190
2,74,2,1999,204096,190
2,28,1,2010,85800,369
2,51,1,2019,3862,1530
2,23,2,2014,97871,999
2,23,2,2013,38899,540
2,23,2,2013,103329,590
2,74,1,2008,78340,299
2,11,1,2006,141408,160
2,74,2,2008,124373,250
2,23,1,2016,93795,629
2,23,1,2015,124591,650
2,74,2,2010,37970,426
2,23,1,2013,72124,690
2,74,2,2007,56610,240
2,74,2,2014,99047,570
2,51,1,2018,13441,1450
2,23,2,2016,17342,755
2,74,2,2015,31519,650
2,23,1,2012,121998,350
2,74,2,2011,79014,550
2,23,2,2011,47783,650
2,23,2,2015,66157,660
2,23,1,2013,162993,370
2,23,1,2012,144554,320
2,74,2,2007,135583,250
2,23,2,2010,75688,680
2,23,2,2013,152166,420
2,74,2,2007,42760,330
2,74,1,2008,145069,279
2,51,1,2019,17996,1550
2,23,2,2011,122318,390
2,23,2,2011,84606,500
